"EMR,56503734000"
"GPN,56451150361"
"ROKU,56260116634"
"NXPI,56122751699"
"PGR,55805428500"
"BNTX,55346967255"
"HMC,55183902365"
"UBS,54890640745"
"DOCU,54650278387"
"TWTR,54450992210"
"FCX,53931387086"
"CVNA,53757661627"
"AON,53744662005"
"CM,53262444744"
"TAK,53061216983"
"PSA,52871394782"
"EPD,52741907798"
"GD,52704487089"
"BIIB,52665557098"
"RELX,52605279960"
"PUK,52380224324"
"MET,52104698241"
"ING,52031369558"
"IDXX,51903511637"
"CP,50895565465"
"AMX,50615609332"
"DG,50467664993"
"AMOV,50152157055"
"NEM,50112679472"
"SPOT,50072637970"
"EOG,50003286853"
"TRP,49987740000"
"PLTR,49968370371"
"RACE,49965139243"
"VRTX,49722918086"
"BBDO,49606182135"
"VOD,49289161406"
"LULU,49155360471"
"ALGN,49146385014"
"KHC,49097134228"
"SCCO,48935537928"
"RBLX,48931427728"
"KDP,48801867520"
"TRI,48569191706"
"PINS,48433276464"
"KLAC,48257703742"
"ROP,48140540968"
"VEEV,47822442682"
"INFO,47789874598"
"COIN,47743294982"
"JCI,47604216344"
"MNST,47581170774"
"SMFG,47519582543"
"DOW,47075274635"
"IQV,46472084860"
"SLB,46158954604"
"MTCH,45971704320"
"NGG,45970817471"
"LYG,45948129931"
"PHG,45938302754"
"MAR,45885726671"
"BILI,45831148894"
"MRVL,45609354008"
"EBAY,45119958152"
"LHX,45052369318"
"E,44813526927"
"WBA,44706479299"
"A,44624360669"
"BCE,44448254979"
"KMB,44136051710"
"TEL,44002431415"
"ROST,43857989114"
"STZ,43782753290"
"TROW,43699189412"
"BK,43572681755"
"MSCI,43373269531"
"EXC,43259547653"
"WIT,43105300011"
"TT,42959262420"
"SPG,42830037838"
"CNC,42807696718"
"CNQ,42790388255"
"DLR,42604217800"
"BBVA,42223680917"
"APTV,41978523272"
"BCS,41809231694"
"ERIC,41746913874"
"CMG,41721261916"
"SNPS,41616330815"
"DXCM,41479566577"
"AIG,41409234405"
"AEP,41399323136"
"SRE,41114903739"
"KMI,41113496794"
"BAX,40967351870"
"DD,40815317171"
"MCHP,40775327140"
"APH,40437667694"
"MPC,40434918049"
"PXD,40191158065"
"PPG,40087376545"
"LVS,40080812364"
"CARR,40060830850"
"CRH,40059718716"
"ALXN,39964697169"
"PRU,39955540000"
"EA,39541603832"
"SYY,39540164974"
"FTNT,39493474607"
"CTAS,39377089832"
"PSX,39088391911"
"ALL,38426106865"
"PH,38412856750"
"ORLY,38283801580"
"OKTA,37850637469"
"CDNS,37621428000"
"MFC,37596840655"
"TRV,37582012230"
"PAYX,37412582260"
"GOLD,37322145864"
"SU,37262886539"
"TDG,37124104556"
"IFF,36872501528"
"MFG,36762721624"
"PTON,36682764394"
"DFS,36629217983"
"CTSH,36570740037"
"PANW,36318519269"
"MSI,36212174010"
"GIS,36043202285"
"TTD,35977926281"
"HSY,35920094489"
"AFL,35883031619"
"RMD,35784290067"
"XEL,35580851548"
"PATH,35328134386"
"ALC,35298808000"
"HPQ,35166754704"
"NTR,35073500662"
"YUM,34967637339"
"HLT,34919772727"
"GLW,34867319055"
"CMI,34790365461"
"OTIS,34760617344"
"KKR,34644924265"
"WELL,34633325475"
"SBAC,34611951079"
"RSG,34479535894"
"ADM,34455159124"
"LYB,34398335611"
"DISCB,34211482246"
"ZBH,34176470817"
"W,33300011335"
"XLNX,33279416624"
"VLO,33273077431"
"CHWY,33233374080"
"STM,33136247324"
"NWG,33065645963"
"NET,33047500991"
"CCL,33004997563"
"ROK,32997122088"
"DDOG,32842837319"
"XPEV,32580134825"
"CTVA,32572493190"
"FRC,32504832496"
"WMB,32478736577"
"SWK,32460448167"
"LUV,32422220779"
"U,32160935604"
"DHI,32133501597"
"BGNE,32082648578"
"VFC,32020190461"
"MT,31985128078"
"LBRDK,31807447367"
"CHT,31565049971"
"MTD,31496441142"
"WCN,31394310700"
"AZO,31273931108"
"CPRT,31228361736"
"APP,31005450683"
"LBRDA,30847772539"
"AME,30765361818"
"FERG,30708002089"
"ORAN,30662578577"
"PCAR,30660852983"
"SIVB,30551179947"
"LEN,30447844137"
"ZG,30399969541"
"Z,30291000200"
"LU,30286303776"
"MPLX,30247504788"
"ZS,30224816313"
"TU,30121650000"
"VIACA,30106563954"
"FMX,30043145586"
"WLTW,30037395773"
"PEG,29985056160"
"SLF,29910283485"
"ANSS,29789714925"
"EC,29789045296"
"FAST,29636521768"
"AVB,29580826534"
"ET,29439311153"
"SWKS,29357579503"
"KR,29347780000"
"EQR,29336981929"
"ODFL,29308908927"
"EPAM,29277457840"
"CBRE,29249184965"
"OXY,29169333906"
"NDAQ,29144616874"
"MCK,29105181111"
"NUE,28975598406"
"AJG,28879364309"
"NOK,28866646435"
"EFX,28843498662"
"SGEN,28811300586"
"DAL,28640188739"
"MGA,28444803836"
"STT,28412667822"
"SYF,28236624022"
"AWK,28227533438"
"AMP,28223997085"
"YUMC,28222171898"
"WEC,28187229690"
"AMC,28032454888"
"CCEP,28024323531"
"KEYS,27993138573"
"VRSK,27980183980"
"BBY,27937757639"
"FNV,27834019323"
"HUBS,27780810121"
"ANET,27727715390"
"LI,27659495039"
"CUK,27586717317"
"VIAC,27583820622"
"GRMN,27415199375"
"RNG,27406391086"
"MXIM,27397245437"
"GMAB,27354479639"
"IBKR,27286302526"
"HES,27270618243"
"ES,27176760068"
"ARE,27130834679"
"DB,27064394150"
"TSN,27045028895"
"FITB,26939796553"
"ZBRA,26934890204"
"BLL,26900457996"
"WST,26572102938"
"RCI,26372249359"
"RPRX,26145299899"
"SIRI,26119541287"
"WORK,26067748783"
"ED,25924049912"
"LH,25901247000"
"TME,25848957583"
"KSU,25842559605"
"HRL,25786503278"
"TEF,25775136312"
"VRSN,25728891962"
"WY,25713058800"
"XP,25423206433"
"TDOC,25285052891"
"DTE,25136125090"
"O,25103844998"
"RYAAY,25057793403"
"FUTU,25002673881"
"ZTO,24954436916"
"EXPE,24926215117"
"CS,24857567653"
"GNRC,24767574733"
"OKE,24702775235"
"BKR,24487793313"
"YNDX,24459699725"
"CAJ,24335152719"
"FMS,24309716035"
"MDB,24124025740"
"ABC,24014012814"
"CDW,23803757191"
"IP,23758987575"
"IMO,23747383024"
"UMC,23671862919"
"CERN,23671468862"
"NTRS,23561475055"
"NVCR,23502662846"
"FTV,23439508043"
"TCOM,23426523141"
"PKX,23383426862"
"ETSY,23201308239"
"GWW,23106680496"
"ENPH,23013174586"
"DLTR,22986628715"
"MKC,22975705338"
"VMC,22885418434"
"URI,22804543091"
"SPLK,22625515271"
"GIB,22596168583"
"EXAS,22373635773"
"TLK,22358342287"
"LNG,22154091983"
"CNHI,22135093744"
"FOXA,22117514055"
"PAYC,22116148795"
"HIG,22074404665"
"RCL,22061093136"
"CZR,22017704727"
"MLM,21975059283"
"MGM,21946567486"
"EXR,21908733602"
"VTR,21851941523"
"STNE,21711406465"
"TXG,21690849542"
"DISH,21614778655"
"TER,21602983088"
"K,21529583325"
"CLX,21428057910"
"PPL,21420872151"
"FLT,21394165061"
"WDC,21378153327"
"BURL,21376891971"
"WAT,21349606318"
"INVH,21332303310"
"HZNP,21286705622"
"FTS,21245044000"
"LOGI,21189749232"
"TRU,21158577999"
"HAL,21041852127"
"DOV,21040727894"
"EXPD,21004328438"
"ZI,20980795233"
"FOX,20977406103"
"EIX,20916522672"
"CQP,20890351669"
"XYL,20852416954"
"HBAN,20826446214"
"AEE,20801983187"
"TSCO,20795635389"
"DKNG,20644497796"
"QRVO,20548219058"
"SKM,20508224984"
"IT,20507578096"
"STE,20495546289"
"ALNY,20438731555"
"ETR,20368991321"
"CHD,20333337735"
"AVTR,20313713292"
"TTWO,20307900408"
"FE,20216779057"
"KEY,20206214699"
"LYFT,20141105872"
"TRMB,20077205840"
"LYV,20055636113"
"AGR,20033257476"
"PCG,19990014429"
"DVN,19968550000"
"LB,19961584376"
"ESS,19903316231"
"IX,19887096321"
"CVE,19791298061"
"WPM,19770655777"
"QSR,19714486365"
"IR,19707989855"
"CFG,19703529155"
"SUI,19698404566"
"STX,19647634018"
"TDY,19605129178"
"KMX,19509612843"
"KB,19470027720"
"RF,19432384280"
"TW,19429071243"
"PODD,19346040941"
"MAA,19324224271"
"COO,19311104586"
"ALB,19198405940"
"HEI,19175186632"
"GRUB,19172880720"
"XM,19136633034"
"SNN,19054442257"
"HPE,19046953185"
"PLUG,19019029430"
"MTB,19015017156"
"TFX,18899628019"
"ULTA,18894094698"
"AKAM,18889106375"
"INCY,18887028205"
"CINF,18878914304"
"UI,18875644863"
"SHG,18731669577"
"BIO,18710003033"
"CTLT,18709464474"
"ALLY,18652646433"
"CRL,18548313647"
"BR,18531337291"
"FTCH,18494342086"
"BXP,18486995149"
"PAGS,18480232700"
"SSNC,18474453959"
"COUP,18424438647"
"DRI,18409564232"
"WMG,18260585105"
"POOL,18247751218"
"PEAK,18178236366"
"GPC,18147155052"
"TYL,18098575751"
"NTAP,18087305436"
"DPZ,17966479867"
"PBA,17948564665"
"DRE,17941245240"
"RJF,17909701755"
"AFRM,17687024909"
"AMCR,17661238219"
"UAL,17592949670"
"BILL,17538478790"
"ZEN,17527249412"
"BPY,17522985642"
"MKTX,17461783913"
"NVR,17416191153"
"VTRS,17332119913"
"AVY,17298810724"
"SOFI,17244915551"
"AES,17239408517"
"HTHT,17232468558"
"TECH,17219283793"
"CMS,17191003268"
"J,17157180182"
"OMC,17113976948"
"TTM,17107126029"
"BSY,17062629069"
"PFG,17027978181"
"CAG,16980520084"
"WIX,16971543680"
"FANG,16930493803"
"PKI,16880930955"
"DT,16857566432"
"CE,16834062418"
"JBHT,16829164416"
"ELP,16802440025"
"NUAN,16785820468"
"CLVT,16740773929"
"VICI,16733437536"
"XPO,16710782670"
"HOLX,16667958406"
"AGL,16661192033"
"ROL,16589483724"
"ELAN,16540668826"
"IEX,16526389115"
"CG,16464579238"
"MPWR,16411044720"
"WPP,16343301626"
"TAL,16338059274"
"ARGX,16331601775"
"CAH,16297609060"
"PPD,16256847796"
"BEN,16234147262"
"SUZ,16217643392"
"BZ,16197978038"
"ENTG,16149008227"
"PTC,16148165641"
"MKL,16128463600"
"ON,16092654265"
"NTCO,15996728110"
"EMN,15944399133"
"MQ,15939191784"
"NLOK,15902090310"
"BIP,15899973667"
"NMR,15897776702"
"LBTYA,15737103952"
"ATUS,15707266292"
"CHKP,15705892719"
"LBTYK,15689133579"
"LBTYB,15666559286"
"DGX,15640650296"
"ACGL,15579696527"
"WAB,15556399205"
"JHX,15536781924"
"LSXMA,15422664927"
"ENIA,15405651912"
"OTLY,15387715616"
"BMRN,15298294499"
"LSXMB,15268304051"
"LSXMK,15265787298"
"LUMN,15225680211"
"NICE,15209742423"
"DISCA,15192546654"
"AEM,15185120518"
"GME,15108441756"
"GDRX,15104810336"
"NWSA,15089332274"
"TXT,14966732930"
"BRO,14966140535"
"VIV,14874604286"
"LKQ,14715186400"
"UDR,14681439464"
"MAS,14651057236"
"RLX,14616206254"
"HWM,14596156838"
"LDOS,14562033772"
"CDAY,14550677895"
"OSH,14550476504"
"WYNN,14539567695"
"EDU,14506641867"
"MOH,14503640000"
"L,14474657505"
"EBR,14465542990"
"RH,14456066681"
"FMC,14444486750"
"GDDY,14421036091"
"DISCK,14328299988"
"SJR,14326424976"
"GDS,14322893668"
"SBNY,14314356248"
"CGNX,14314060650"
"FICO,14285124547"
"CNP,14271490546"
"NVAX,14261696849"
"IEP,14253840349"
"NWS,14220838991"
"WRK,14206620971"
"AAL,14193808512"
"CTXS,14169943175"
"LNT,14130100842"
"ABMD,14097467544"
"EVRG,14040341822"
"PHM,14039761200"
"DLO,14010161040"
"XRAY,13933062482"
"SJM,13929748095"
"CLR,13922210572"
"AVLR,13877191363"
"KEP,13866424063"
"WPC,13832033061"
"SEDG,13798120487"
"OTEX,13782819122"
"NEOG,13743829964"
"ELS,13699152030"
"CPB,13682774683"
"IAC,13650228145"
"APO,13609268812"
"FBHS,13510565403"
"CBOE,13505468625"
"CCK,13456170961"
"WHR,13419857678"
"ESTC,13395861091"
"TS,13245623233"
"MHK,13217335018"
"MASI,13162153382"
"CPT,13152966668"
"AAP,13116567103"
"TUYA,13098385895"
"MTN,13078360482"
"WRB,13077380901"
"EQH,12978805568"
"DVA,12935160000"
"IHG,12907589180"
"VIPS,12865234365"
"HAS,12864041376"
"NLY,12852254912"
"GH,12848471997"
"IPG,12818145490"
"PKG,12800450394"
"ATO,12741821259"
"UHS,12705055142"
"ZLAB,12702281114"
"VEDL,12694226512"
"AMH,12669937641"
"NDSN,12659254566"
"PWR,12641477466"
"STLD,12613996052"
"FNF,12594023220"
"IRM,12572795358"
"TPL,12554734594"
"CX,12526989597"
"CHRW,12526202827"
"FDS,12519984411"
"SBSW,12511579870"
"GPS,12510719470"
"GGG,12473809706"
"SAM,12466100481"
"PCOR,12464950815"
"OZON,12463027330"
"HST,12462419594"
"ALLE,12434523115"
"CNA,12382119132"
"FIVN,12358042273"
"LII,12323688625"
"IVZ,12311515055"
"MCFE,12304591030"
"PENN,12288170426"
"SQM,12277816993"
"TSP,12258128939"
"ATH,12248531405"
"SID,12214013741"
"JKHY,12157902959"
"BKI,12102333095"
"IQ,12099737640"
"MPW,12063982000"
"TPR,11988119650"
"WSM,11951069555"
"TECK,11949957500"
"TAP,11896819775"
"SNA,11893270081"
"MOS,11872097387"
"LNC,11843116523"
"CHGG,11838805440"
"GRFS,11725170301"
"RDY,11719890429"
"BAH,11717965206"
"WB,11695430192"
"LW,11676264281"
"BWA,11646407509"
"WLK,11621627999"
"DBX,11617112816"
"TREX,11565037493"
"BG,11504979153"
"QS,11480009368"
"TTC,11475057570"
"NCLH,11456826094"
"PEGA,11378218292"
"CREE,11350776789"
"TEVA,11349477482"
"RPM,11340012405"
"WTRG,11315560595"
"SC,11286597907"
"IPGP,11277225833"
"NWL,11267557960"
"ICLR,11264613039"
"ZNGA,11252363590"
"CABO,11196359581"
"MMP,11172804273"
"MRVI,11172117698"
"FIVE,11145759867"
"FWONK,11131400415"
"LSPD,11119940514"
"BRKR,11106497656"
"CRSP,11096971887"
"CVAC,11080079052"
"LPLA,11073729709"
"FFIV,11050215269"
"CF,11026066066"
"REG,10947616212"
"UHAL,10936243757"
"WSO,10923734351"
"QGEN,10922422740"
"PNR,10919451164"
"JAZZ,10890333212"
"PRAH,10861004948"
"AOS,10840423642"
"LEA,10815858481"
"KOF,10810882810"
"MRO,10809518834"
"FND,10750312658"
"RUN,10710368291"
"AXON,10705585664"
"GLPI,10696718375"
"VER,10670581958"
"DAR,10648616532"
"CLF,10644759769"
"RGEN,10641034555"
"SMG,10638668289"
"AFG,10622987812"
"LEVI,10621668328"
"MORN,10601860340"
"KL,10552444352"
"BHC,10547583450"
"PCTY,10511785180"
"HSIC,10505777339"
"JLL,10465636537"
"LFST,10462162144"
"ARVL,10456212856"
"LAMR,10455745391"
"BCH,10455267884"
"NTRA,10444229084"
"GGB,10419444188"
"TRGP,10374058748"
"GFL,10364041591"
"OLED,10283994116"
"PEN,10283464379"
"EWBC,10260979650"
"BEP,10173431266"
"MNDY,10149886707"
"OC,10103049390"
"CHPT,10097407336"
"CMA,10084231027"
"RE,10037115078"
"ERIE,10026582189"
"DLB,10012424763"
"ZNH,10008751241"
"PFPT,9983829552"
"RHI,9961909691"
"UPST,9941403090"
"HUBB,9940427161"
"OPEN,9938662045"
"BSAC,9931110861"
"SSL,9906759243"
"LAD,9880250574"
"ARMK,9876437197"
"ASAN,9871878260"
"DOX,9870207280"
"WAL,9837348475"
"GL,9796252021"
"APPN,9768297909"
"FWONA,9751857976"
"CSL,9728041345"
"NI,9726982741"
"DECK,9710082590"
"ARES,9693126498"
"DXC,9690308917"
"RS,9684229062"
"UGI,9683084820"
"FHN,9641696705"
"COLD,9629295140"
"ACH,9614405682"
"DNB,9611799249"
"VRT,9609955035"
"UAA,9592243504"
"PLTK,9578594638"
"SPCE,9558694447"
"AGCO,9552306105"
"MKSI,9537102355"
"NBIX,9511326695"
"WU,9490558912"
"CUBE,9455168115"
"MIDD,9438224267"
"AZPN,9432309660"
"AIZ,9407209438"
"BAP,9403933565"
"CSAN,9376438591"
"GWRE,9363637809"
"GLOB,9356609855"
"CGC,9356157108"
"ARWR,9341617621"
"AQN,9324464399"
"STOR,9321209422"
"CAE,9276591744"
"Y,9265250983"
"PSXP,9243209110"
"BAK,9216939985"
"ATR,9206663935"
"SMAR,9202610291"
"ACI,9176332603"
"ACM,9172980868"
"BFAM,9170318966"
"PNW,9167780720"
"FRT,9159349811"
"FSLR,9142817294"
"BLDR,9134588364"
"VNO,9107973781"
"ST,9091316605"
"MANH,9086467672"
"WES,9062617710"
"BYND,9055636813"
"ICL,9040424075"
"NRG,9009393378"
"AGNC,9002158686"
"DNLI,8981554683"
"KIM,8948765225"
"ADT,8939943131"
"WEX,8934831220"
"JNPR,8930918270"
"BBIO,8910772943"
"FVRR,8885474742"
"NLSN,8885351392"
"CIEN,8878681976"
"SEE,8867091524"
"PSO,8855509367"
"AEG,8850994447"
"SYNH,8850142088"
"ZION,8821470760"
"SCI,8810607893"
"RL,8776012635"
"SEIC,8774231593"
"DKS,8773394372"
"KSS,8769361040"
"ALV,8742672112"
"GLBE,8694942492"
"BERY,8691607000"
"CBSH,8620774234"
"CONE,8619184210"
"VST,8616733447"
"WFG,8593711414"
"FLEX,8575719263"
"OHI,8574153944"
"SQSP,8559261793"
"ARCC,8543305442"
"USFD,8528062404"
"JBL,8500083636"
"TFII,8494220228"
"TIXT,8457888487"
"G,8448903471"
"MRTX,8419430215"
"HII,8406837116"
"OSK,8393220920"
"UA,8392641827"
"FCNCA,8385516725"
"NNN,8357630039"
"APA,8353199654"
"LAZR,8349680078"
"LSI,8344278073"
"CPRI,8323098795"
"BSMX,8319768436"
"ARW,8309445064"
"H,8295120353"
"NTNX,8293336514"
"KRC,8292430848"
"MLCO,8212073304"
"FATE,8206501037"
"SKLZ,8203353851"
"PAA,8180892747"
"OVV,8175891597"
"NFE,8166660264"
"TLRY,8153203959"
"TV,8151876340"
"FOUR,8137746502"
"KGC,8128434000"
"OMF,8096865950"
"PSFE,8062155935"
"MBT,8056254302"
"GFI,8050206033"
"PLAN,8019600619"
"EHC,7982305858"
"PII,7978617661"
"GNTX,7975565707"
"CCJ,7964835784"
"AMED,7956157078"
"WISH,7929390000"
"ALK,7923975671"
"AU,7901061206"
"RGA,7886968040"
"ATHM,7827468277"
"UTHR,7817740503"
"REXR,7817175570"
"CHDN,7786924331"
"MTZ,7784113075"
"LECO,7783956675"
"DCI,7774949768"
"WMS,7758772110"
"WWD,7734547131"
"JEF,7703068938"
"CHE,7688827440"
"YETI,7681540817"
"ITT,7671079500"
"KC,7667839394"
"PVH,7650833452"
"FSV,7640220030"
"ORI,7635507241"
"BC,7619180982"
"ASND,7618472010"
"KNX,7615145375"
"SITE,7613212753"
"EEFT,7611794526"
"LPL,7578536526"
"STWD,7574972031"
"LSCC,7562915018"
"SKX,7546667883"
"STAA,7539558899"
"AIRC,7510381528"
"OGN,7506608760"
"GMED,7499952197"
"SGMS,7497952171"
"XLRN,7494555659"
"AN,7464501543"
"IIVI,7455174480"
"CNXC,7444602898"
"HRC,7420885580"
"OLN,7407688979"
"CRCT,7405542472"
"IAA,7404808406"
"TPX,7401431395"
"WF,7381575679"
"CACC,7342999992"
"BB,7338200041"
"UPWK,7328851739"
"PBCT,7328169300"
"VMEO,7327261735"
"VOYA,7323579269"
"APPS,7322488007"
"CROX,7301242366"
"THC,7293781383"
"XEC,7284143969"
"DADA,7269561617"
"RNR,7257282268"
"ASX,7243511184"
"CASY,7225390521"
"RGLD,7221635047"
"FIGS,7206651450"
"GIL,7199033942"
"HOG,7166961065"
"NKLA,7163024499"
"AZEK,7154756461"
"AXTA,7149149138"
"CFR,7148528074"
"CHNG,7131590335"
"NYT,7127376149"
"EXEL,7113889554"
"CEA,7110344944"
"AER,7096265457"
"COTY,7094151598"
"EDR,7071320555"
"FRPT,7023287569"
"BRKS,7018069021"
"BYD,7005055438"
"TOL,6988016640"
"VAC,6983006567"
"FSLY,6982495000"
"CIB,6958818345"
"NVTA,6945343937"
"FFIN,6940692105"
"MAT,6940638997"
"TX,6939476382"
"ANGI,6925453629"
"SWAV,6914227289"
"BMBL,6904438894"
"HQY,6893794671"
"NVST,6882054691"
"AYI,6860796453"
"WH,6853603944"
"POST,6839570104"
"SGFY,6836450741"
"BRX,6819603588"
"BUFF,6800552284"
"LMND,6791883622"
"FR,6784359375"
"FAF,6780906462"
"EME,6780542547"
"PNFP,6779294730"
"SF,6766762678"
"LEG,6756230014"
"CHH,6746178737"
"OGE,6733992843"
"SHC,6718727219"
"BEPC,6716753169"
"RBA,6703958343"
"PB,6699045931"
"PLNT,6695656947"
"CCIV,6673162500"
"JHG,6669944574"
"SNV,6663219740"
"KT,6652451330"
"SFIX,6649473754"
"COLM,6646143648"
"WOOF,6645342088"
"SON,6633453989"
"AA,6632462942"
"EGP,6627166312"
"TXRH,6618567805"
"COG,6610445554"
"ACC,6601014121"
"PFGC,6581909417"
"SLAB,6578990041"
"TTEK,6544737057"
"QFIN,6537788443"
"COHR,6524044981"
"BL,6501198256"
"DOOO,6492557328"
"RDFN,6488028626"
"SRCL,6478303796"
"MAN,6477655774"
"OMCL,6473737708"
"AVAL,6468513491"
"HBI,6437688732"
"DAVA,6408769290"
"BHVN,6407828804"
"AI,6392009165"
"PACB,6385624971"
"WSC,6383355560"
"SRPT,6375982907"
"MNSO,6374364159"
"X,6372097228"
"BJ,6370549703"
"AMG,6366662292"
"LHCG,6363948778"
"MEDP,6350524420"
"HALO,6348988619"
"FOXF,6346673472"
"NXST,6337338851"
"TMX,6336813293"
"MSA,6329829777"
"JCOM,6284805864"
"RARE,6275894169"
"MPLN,6265494188"
"ELY,6253914672"
"AEO,6252767497"
"VRNS,6250239828"
"VIR,6236710630"
"RCM,6235564166"
"REYN,6226684100"
"FL,6225086983"
"SLM,6224243626"
"SNX,6222295354"
"MDU,6214899248"
"LITE,6210897000"
"NVRO,6206419179"
"CANO,6198085634"
"DV,6193754387"
"FSK,6193451121"
"BLD,6177852830"
"PRGO,6166628030"
"CFX,6165610641"
"NCNO,6148856046"
"CDK,6139225068"
"TWST,6134001537"
"DEI,6132699497"
"BOKF,6111354722"
"TNDM,6107197688"
"QTWO,6091671489"
"BPOP,6088061846"
"M,6086112392"
"TKR,6080197509"
"HTA,6072434071"
"ZH,6069873028"
"EXP,6068860249"
"CACI,6065136220"
"KNBE,6058150721"
"DCP,6045640027"
"INGR,6044534182"
"COUR,6035676199"
"STAG,6023438376"
"IMAB,6019353920"
"LSTR,6000954977"
"YSG,6000327718"
"PAG,5991714331"
"AYX,5984313748"
"PAAS,5982491036"
"LPX,5980796394"
"NOV,5978794605"
"CLOV,5975980140"
"HNP,5965275462"
"LFUS,5964342348"
"NCR,5954641000"
"THO,5953531895"
"SSB,5931543011"
"EQT,5929718506"
"MP,5918049879"
"ESLT,5903815905"
"HUN,5897977261"
"FYBR,5891262000"
"VVV,5886830890"
"IART,5872372257"
"PRI,5871918013"
"VRM,5871728019"
